GO name,C0,C0 Rank,C1,C2,C3,C4,C5,C6,C0,C1,C2,C3,C4,C5,C6
membrane fusion,0,1329,2,2,0,0,1,0,0,0.126182965,0.082236842,0,0,0.02016129,0
neurotransmitter transport,0,1330,2,2,0,0,1,0,0,0.126182965,0.082236842,0,0,0.02016129,0
SNAP receptor activity,0,1331,2,2,0,0,1,0,0,0.126182965,0.082236842,0,0,0.02016129,0
ATPase activator activity,0,1796,2,2,0,0,0,0,0,0.126182965,0.082236842,0,0,0,0
mitochondrial outer membrane,3,279,1,2,0,0,2,0,0.053638477,0.063091483,0.082236842,0,0,0.040322581,0
CCR4-NOT core complex,3,310,1,2,0,0,0,0,0.053638477,0.063091483,0.082236842,0,0,0,0
P-body,3,311,1,2,0,0,0,0,0.053638477,0.063091483,0.082236842,0,0,0,0
Cdc73/Paf1 complex,2,450,1,2,0,0,0,0,0.035758984,0.063091483,0.082236842,0,0,0,0
nuclear lumen,0,1328,1,2,0,0,1,0,0,0.063091483,0.082236842,0,0,0.02016129,0
negative regulation of Wnt signaling pathway,0,1794,1,2,0,0,0,0,0,0.063091483,0.082236842,0,0,0,0
response to unfolded protein,0,1795,1,2,0,0,0,0,0,0.063091483,0.082236842,0,0,0,0
exocytosis,5,175,0,2,0,1,1,0,0.089397461,0,0.082236842,0,0.066755674,0.02016129,0
nucleobase-containing compound metabolic process,4,207,0,2,0,1,2,0,0.071517969,0,0.082236842,0,0.066755674,0.040322581,0
small GTPase mediated signal transduction,4,201,0,2,0,0,7,0,0.071517969,0,0.082236842,0,0,0.141129032,0
voltage-gated potassium channel activity,4,226,0,2,0,0,0,0,0.071517969,0,0.082236842,0,0,0,0
ubiquitin binding,3,277,0,2,0,1,2,0,0.053638477,0,0.082236842,0,0.066755674,0.040322581,0
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",3,301,0,2,0,1,0,0,0.053638477,0,0.082236842,0,0.066755674,0,0
cyclin-dependent protein serine/threonine kinase regulator activity,3,291,0,2,0,0,1,0,0.053638477,0,0.082236842,0,0,0.02016129,0
transcription corepressor activity,2,409,0,2,0,0,1,0,0.035758984,0,0.082236842,0,0,0.02016129,0
mRNA catabolic process,2,444,0,2,0,0,0,0,0.035758984,0,0.082236842,0,0,0,0
voltage-gated potassium channel complex,2,445,0,2,0,0,0,0,0.035758984,0,0.082236842,0,0,0,0
TBP-class protein binding,2,446,0,2,0,0,0,0,0.035758984,0,0.082236842,0,0,0,0
immune system process,2,447,0,2,0,0,0,0,0.035758984,0,0.082236842,0,0,0,0
innate immune response,2,448,0,2,0,0,0,0,0.035758984,0,0.082236842,0,0,0,0
"mRNA cis splicing, via spliceosome",2,449,0,2,0,0,0,0,0.035758984,0,0.082236842,0,0,0,0
enzyme regulator activity,1,627,0,2,0,1,1,0,0.017879492,0,0.082236842,0,0.066755674,0.02016129,0
RNA polymerase II cis-regulatory region sequence-specific DNA binding,1,693,0,2,0,1,0,0,0.017879492,0,0.082236842,0,0.066755674,0,0
U1 snRNP,1,637,0,2,0,0,1,0,0.017879492,0,0.082236842,0,0,0.02016129,0
Hsp90 protein binding,1,730,0,2,0,0,0,0,0.017879492,0,0.082236842,0,0,0,0
mRNA splice site selection,1,731,0,2,0,0,0,0,0.017879492,0,0.082236842,0,0,0,0
regulation of developmental process,1,732,0,2,0,0,0,0,0.017879492,0,0.082236842,0,0,0,0
diacylglycerol kinase activity,1,733,0,2,0,0,0,0,0.017879492,0,0.082236842,0,0,0,0
protein kinase C-activating G protein-coupled receptor signaling pathway,1,734,0,2,0,0,0,0,0.017879492,0,0.082236842,0,0,0,0
lipid phosphorylation,1,735,0,2,0,0,0,0,0.017879492,0,0.082236842,0,0,0,0
transcription by RNA polymerase III,1,736,0,2,0,0,0,0,0.017879492,0,0.082236842,0,0,0,0
positive regulation of transcription by RNA polymerase II,1,737,0,2,0,0,0,0,0.017879492,0,0.082236842,0,0,0,0
regulation of protein catabolic process,0,1280,0,2,0,1,1,0,0,0,0.082236842,0,0.066755674,0.02016129,0
RNA polymerase III complex,0,1327,0,2,0,0,1,0,0,0,0.082236842,0,0,0.02016129,0
regulation of response to stimulus,0,1787,0,2,0,0,0,0,0,0,0.082236842,0,0,0,0
secretory granule,0,1788,0,2,0,0,0,0,0,0,0.082236842,0,0,0,0
transcription initiation from RNA polymerase I promoter,0,1789,0,2,0,0,0,0,0,0,0.082236842,0,0,0,0
RNA polymerase I general transcription initiation factor activity,0,1790,0,2,0,0,0,0,0,0,0.082236842,0,0,0,0
proteasome accessory complex,0,1791,0,2,0,0,0,0,0,0,0.082236842,0,0,0,0
"proteasome regulatory particle, base subcomplex",0,1792,0,2,0,0,0,0,0,0,0.082236842,0,0,0,0
mitochondrial fission,0,1793,0,2,0,0,0,0,0,0,0.082236842,0,0,0,0
RNA metabolic process,0,1881,3,1,0,0,0,0,0,0.189274448,0.041118421,0,0,0,0
exonuclease activity,0,1882,3,1,0,0,0,0,0,0.189274448,0.041118421,0,0,0,0
microtubule motor activity,2,393,2,1,0,0,2,0,0.035758984,0.126182965,0.041118421,0,0,0.040322581,0
cellular amino acid biosynthetic process,2,459,2,1,0,0,0,0,0.035758984,0.126182965,0.041118421,0,0,0,0
"4 iron, 4 sulfur cluster binding",9,109,1,1,0,1,3,0,0.16091543,0.063091483,0.041118421,0,0.066755674,0.060483871,0
chromatin binding,4,210,1,1,0,0,2,0,0.071517969,0.063091483,0.041118421,0,0,0.040322581,0
apoptotic process,3,280,1,1,0,0,2,0,0.053638477,0.063091483,0.041118421,0,0,0.040322581,0
late endosome membrane,2,387,1,1,0,2,2,0,0.035758984,0.063091483,0.041118421,0,0.133511348,0.040322581,0
NAD binding,2,392,1,1,0,0,2,0,0.035758984,0.063091483,0.041118421,0,0,0.040322581,0
structural constituent of nuclear pore,2,413,1,1,0,0,1,0,0.035758984,0.063091483,0.041118421,0,0,0.02016129,0
cilium assembly,2,414,1,1,0,0,1,0,0.035758984,0.063091483,0.041118421,0,0,0.02016129,0
calcium-independent phospholipase A2 activity,2,456,1,1,0,0,0,0,0.035758984,0.063091483,0.041118421,0,0,0,0
cation channel activity,2,457,1,1,0,0,0,0,0.035758984,0.063091483,0.041118421,0,0,0,0
protein domain specific binding,2,458,1,1,0,0,0,0,0.035758984,0.063091483,0.041118421,0,0,0,0
cellular component organization,1,587,1,1,0,0,3,0,0.017879492,0.063091483,0.041118421,0,0,0.060483871,0
nucleoside metabolic process,1,588,1,1,0,0,3,0,0.017879492,0.063091483,0.041118421,0,0,0.060483871,0
sulfotransferase activity,1,647,1,1,0,0,1,0,0.017879492,0.063091483,0.041118421,0,0,0.02016129,0
ESCRT II complex,1,648,1,1,0,0,1,0,0.017879492,0.063091483,0.041118421,0,0,0.02016129,0
phosphatidylinositol-3-phosphate binding,1,649,1,1,0,0,1,0,0.017879492,0.063091483,0.041118421,0,0,0.02016129,0
cytoplasmic dynein complex,1,752,1,1,0,0,0,0,0.017879492,0.063091483,0.041118421,0,0,0,0
calmodulin-dependent protein phosphatase activity,1,753,1,1,0,0,0,0,0.017879492,0.063091483,0.041118421,0,0,0,0
calcineurin-mediated signaling,1,754,1,1,0,0,0,0,0.017879492,0.063091483,0.041118421,0,0,0,0
proton transmembrane transporter activity,0,1200,1,1,0,0,3,0,0,0.063091483,0.041118421,0,0,0.060483871,0
translation initiation factor binding,0,1235,1,1,0,0,2,0,0,0.063091483,0.041118421,0,0,0.040322581,0
nuclear envelope,0,1348,1,1,0,0,1,0,0,0.063091483,0.041118421,0,0,0.02016129,0
Ino80 complex,0,1349,1,1,0,0,1,0,0,0.063091483,0.041118421,0,0,0.02016129,0
"regulation of alternative mRNA splicing, via spliceosome",0,1872,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
negative regulation of transcription by RNA polymerase III,0,1873,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
sulfurtransferase activity,0,1874,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
phospholipid binding,0,1875,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
histone monoubiquitination,0,1876,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
vesicle tethering complex,0,1877,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
intraciliary transport,0,1878,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
protein initiator methionine removal,0,1879,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
exopeptidase activity,0,1880,1,1,0,0,0,0,0,0.063091483,0.041118421,0,0,0,0
transporter activity,4,215,0,1,0,1,1,0,0.071517969,0,0.041118421,0,0.066755674,0.02016129,0
transcription by RNA polymerase II,4,227,0,1,0,0,0,0,0.071517969,0,0.041118421,0,0,0,0
mitochondrial respiratory chain complex I,3,276,0,1,0,4,2,0,0.053638477,0,0.041118421,0,0.267022697,0.040322581,0
mitochondrial ribosome,3,299,0,1,0,2,0,0,0.053638477,0,0.041118421,0,0.133511348,0,0
single-stranded DNA binding,3,273,0,1,0,0,3,0,0.053638477,0,0.041118421,0,0,0.060483871,0
neuropeptide Y receptor activity,3,292,0,1,0,0,1,0,0.053638477,0,0.041118421,0,0,0.02016129,0
muscle organ development,3,293,0,1,0,0,1,0,0.053638477,0,0.041118421,0,0,0.02016129,0
axon guidance,3,312,0,1,0,0,0,0,0.053638477,0,0.041118421,0,0,0,0
FMN binding,3,313,0,1,0,0,0,0,0.053638477,0,0.041118421,0,0,0,0
ncRNA processing,2,395,0,1,0,3,1,0,0.035758984,0,0.041118421,0,0.200267023,0.02016129,0
proteasome-mediated ubiquitin-dependent protein catabolic process,2,366,0,1,0,2,4,0,0.035758984,0,0.041118421,0,0.133511348,0.080645161,0
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",2,364,0,1,0,1,5,0,0.035758984,0,0.041118421,0,0.066755674,0.100806452,0
structural constituent of cytoskeleton,2,369,0,1,0,1,4,0,0.035758984,0,0.041118421,0,0.066755674,0.080645161,0
protein peptidyl-prolyl isomerization,2,370,0,1,0,1,4,0,0.035758984,0,0.041118421,0,0.066755674,0.080645161,0
RNA methyltransferase activity,2,399,0,1,0,1,1,0,0.035758984,0,0.041118421,0,0.066755674,0.02016129,0
protein kinase binding,2,427,0,1,0,1,0,0,0.035758984,0,0.041118421,0,0.066755674,0,0
presynapse,2,428,0,1,0,1,0,0,0.035758984,0,0.041118421,0,0.066755674,0,0
copper ion binding,2,391,0,1,0,0,2,0,0.035758984,0,0.041118421,0,0,0.040322581,0
DNA topological change,2,411,0,1,0,0,1,0,0.035758984,0,0.041118421,0,0,0.02016129,0
DNA topoisomerase activity,2,412,0,1,0,0,1,0,0.035758984,0,0.041118421,0,0,0.02016129,0
phosphatidylinositol-mediated signaling,2,451,0,1,0,0,0,0,0.035758984,0,0.041118421,0,0,0,0
Hsp70 protein binding,2,452,0,1,0,0,0,0,0.035758984,0,0.041118421,0,0,0,0
exocyst,2,453,0,1,0,0,0,0,0.035758984,0,0.041118421,0,0,0,0
transcription preinitiation complex assembly,2,454,0,1,0,0,0,0,0.035758984,0,0.041118421,0,0,0,0
"DNA topoisomerase type I (single strand cut, ATP-independent) activity",2,455,0,1,0,0,0,0,0.035758984,0,0.041118421,0,0,0,0
mitochondrial small ribosomal subunit,1,628,0,1,0,1,1,0,0.017879492,0,0.041118421,0,0.066755674,0.02016129,0
regulation of G protein-coupled receptor signaling pathway,1,694,0,1,0,1,0,0,0.017879492,0,0.041118421,0,0.066755674,0,0
tRNA wobble uridine modification,1,695,0,1,0,1,0,0,0.017879492,0,0.041118421,0,0.066755674,0,0
cellular biosynthetic process,1,579,0,1,0,0,4,0,0.017879492,0,0.041118421,0,0,0.080645161,0
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,1,603,0,1,0,0,2,0,0.017879492,0,0.041118421,0,0,0.040322581,0
endosome transport via multivesicular body sorting pathway,1,604,0,1,0,0,2,0,0.017879492,0,0.041118421,0,0,0.040322581,0
aminoacyl-tRNA metabolism involved in translational fidelity,1,639,0,1,0,0,1,0,0.017879492,0,0.041118421,0,0,0.02016129,0
isoleucine-tRNA ligase activity,1,640,0,1,0,0,1,0,0.017879492,0,0.041118421,0,0,0.02016129,0
isoleucyl-tRNA aminoacylation,1,641,0,1,0,0,1,0,0.017879492,0,0.041118421,0,0,0.02016129,0
aminoacyl-tRNA editing activity,1,642,0,1,0,0,1,0,0.017879492,0,0.041118421,0,0,0.02016129,0
MAP kinase kinase kinase activity,1,643,0,1,0,0,1,0,0.017879492,0,0.041118421,0,0,0.02016129,0
chaperone-mediated protein folding,1,644,0,1,0,0,1,0,0.017879492,0,0.041118421,0,0,0.02016129,0
mRNA export from nucleus,1,645,0,1,0,0,1,0,0.017879492,0,0.041118421,0,0,0.02016129,0
protein insertion into ER membrane,1,646,0,1,0,0,1,0,0.017879492,0,0.041118421,0,0,0.02016129,0
cobalamin metabolic process,1,738,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
ciliary membrane,1,739,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
THO complex,1,740,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
positive regulation of translation,1,741,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
purine-nucleoside phosphorylase activity,1,742,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
NuA4 histone acetyltransferase complex,1,743,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
signaling,1,744,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
channel activity,1,745,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
mitotic chromosome condensation,1,746,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
integrator complex,1,747,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
establishment of epithelial cell polarity,1,748,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
calcium-dependent cysteine-type endopeptidase activity,1,749,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
elongator holoenzyme complex,1,750,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
cell wall macromolecule catabolic process,1,751,0,1,0,0,0,0,0.017879492,0,0.041118421,0,0,0,0
tetrahydrofolate interconversion,0,1612,0,1,0,3,0,0,0,0,0.041118421,0,0.200267023,0,0
translational elongation,0,1173,0,1,0,2,5,0,0,0,0.041118421,0,0.133511348,0.100806452,0
translation elongation factor activity,0,1212,0,1,0,2,2,0,0,0,0.041118421,0,0.133511348,0.040322581,0
regulation of autophagy,0,1275,0,1,0,2,1,0,0,0,0.041118421,0,0.133511348,0.02016129,0
cellular metabolic process,0,1196,0,1,0,1,3,0,0,0,0.041118421,0,0.066755674,0.060483871,0
N-acetyl-beta-D-galactosaminidase activity,0,1281,0,1,0,1,1,0,0,0,0.041118421,0,0.066755674,0.02016129,0
beta-N-acetylhexosaminidase activity,0,1282,0,1,0,1,1,0,0,0,0.041118421,0,0.066755674,0.02016129,0
tRNA 3'-terminal CCA addition,0,1283,0,1,0,1,1,0,0,0,0.041118421,0,0.066755674,0.02016129,0
methylenetetrahydrofolate reductase (NAD(P)H) activity,0,1625,0,1,0,1,0,0,0,0,0.041118421,0,0.066755674,0,0
methionine metabolic process,0,1626,0,1,0,1,0,0,0,0,0.041118421,0,0.066755674,0,0
heterochromatin,0,1627,0,1,0,1,0,0,0,0,0.041118421,0,0.066755674,0,0
regulation of cyclin-dependent protein serine/threonine kinase activity,0,1628,0,1,0,1,0,0,0,0,0.041118421,0,0.066755674,0,0
Mon1-Ccz1 complex,0,1629,0,1,0,1,0,0,0,0,0.041118421,0,0.066755674,0,0
protein targeting to vacuole,0,1630,0,1,0,1,0,0,0,0,0.041118421,0,0.066755674,0,0
endoplasmic reticulum-Golgi intermediate compartment membrane,0,1175,0,1,0,0,5,0,0,0,0.041118421,0,0,0.100806452,0
chloride channel complex,0,1181,0,1,0,0,4,0,0,0,0.041118421,0,0,0.080645161,0
chloride channel activity,0,1182,0,1,0,0,4,0,0,0,0.041118421,0,0,0.080645161,0
nuclear-transcribed mRNA catabolic process,0,1199,0,1,0,0,3,0,0,0,0.041118421,0,0,0.060483871,0
lipid transfer activity,0,1332,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
intermembrane lipid transfer,0,1333,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
regulation of transcription elongation from RNA polymerase II promoter,0,1334,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
ubiquitin-protein transferase activator activity,0,1335,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
anaphase-promoting complex binding,0,1336,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
positive regulation of ubiquitin protein ligase activity,0,1337,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
"proton-transporting two-sector ATPase complex, proton-transporting domain",0,1338,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
phagophore assembly site membrane,0,1339,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
MLL1 complex,0,1340,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
G-quadruplex RNA binding,0,1341,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
myofibril,0,1342,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
sarcomere,0,1343,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
mitochondrial calcium ion homeostasis,0,1344,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
uniporter activity,0,1345,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
ubiquitin protein ligase binding,0,1346,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
lipid transporter activity,0,1347,0,1,0,0,1,0,0,0,0.041118421,0,0,0.02016129,0
methionine biosynthetic process,0,1797,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
L-methionine salvage from methylthioadenosine,0,1798,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
S-methyl-5-thioribose-1-phosphate isomerase activity,0,1799,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
L-methionine salvage from S-adenosylmethionine,0,1800,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
tRNA threonylcarbamoyladenosine modification,0,1801,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
N(6)-L-threonylcarbamoyladenine synthase activity,0,1802,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
UDP-glucuronate biosynthetic process,0,1803,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
UDP-glucose 6-dehydrogenase activity,0,1804,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
response to heat,0,1805,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
heat shock protein binding,0,1806,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
beta-catenin binding,0,1807,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
chemical synaptic transmission,0,1808,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
diacylglycerol binding,0,1809,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
leucine-tRNA ligase activity,0,1810,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
leucyl-tRNA aminoacylation,0,1811,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
glycolipid mannosyltransferase activity,0,1812,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
"alpha-1,4-mannosyltransferase activity",0,1813,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
regulation of early endosome to late endosome transport,0,1814,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
endosome organization,0,1815,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
peptide metabolic process,0,1816,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
peptidylamidoglycolate lyase activity,0,1817,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
peptidylglycine monooxygenase activity,0,1818,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen",0,1819,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
"RNA phosphodiester bond hydrolysis, exonucleolytic",0,1820,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
3'-5'-exoribonuclease activity,0,1821,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
COPII vesicle coating,0,1822,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
eukaryotic initiation factor 4E binding,0,1823,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
glycine-tRNA ligase activity,0,1824,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
glycyl-tRNA aminoacylation,0,1825,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
U5 snRNA binding,0,1826,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
U6 snRNA binding,0,1827,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
actin modification,0,1828,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
protein-L-histidine N-tele-methyltransferase activity,0,1829,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
peptidyl-histidine methylation,0,1830,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
amyloid-beta binding,0,1831,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
double-stranded RNA binding,0,1832,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
sarcoplasmic reticulum,0,1833,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
sarcoplasmic reticulum membrane,0,1834,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
P-type calcium transporter activity,0,1835,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
Piccolo NuA4 histone acetyltransferase complex,0,1836,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
RNA catabolic process,0,1837,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
Ski complex,0,1838,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
histidine-tRNA ligase activity,0,1839,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
histidyl-tRNA aminoacylation,0,1840,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
regulation of muscle contraction,0,1841,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
troponin complex,0,1842,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity",0,1843,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
"inositol-1,4,5-trisphosphate 5-phosphatase activity",0,1844,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
dynein heavy chain binding,0,1845,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
dynein light chain binding,0,1846,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
late endosome to vacuole transport via multivesicular body sorting pathway,0,1847,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
p53 binding,0,1848,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
generation of catalytic spliceosome for second transesterification step,0,1849,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
snRNA processing,0,1850,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
RNA polymerase II general transcription initiation factor activity,0,1851,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
syntaxin binding,0,1852,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
peptidyl-proline dioxygenase activity,0,1853,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
histone methyltransferase activity (H3-K27 specific),0,1854,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
cap1 mRNA methylation,0,1855,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
mRNA methylation,0,1856,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
mRNA (nucleoside-2'-O-)-methyltransferase activity,0,1857,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
protein-arginine omega-N symmetric methyltransferase activity,0,1858,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
selenocysteine insertion sequence binding,0,1859,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
melanosome,0,1860,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
tRNA uridine(34) acetyltransferase activity,0,1861,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
mitochondrial respiratory chain complex I assembly,0,1862,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
tRNA-5-taurinomethyluridine 2-sulfurtransferase,0,1863,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
5'-3' exonuclease activity,0,1864,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
cytoskeleton-dependent intracellular transport,0,1865,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
chromosome condensation,0,1866,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
CCAAT-binding factor complex,0,1867,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
"DNA-binding transcription activator activity, RNA polymerase II-specific",0,1868,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
regulation of multicellular organismal process,0,1869,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
post-embryonic development,0,1870,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
cholesterol transport,0,1871,0,1,0,0,0,0,0,0,0.041118421,0,0,0,0
GTPase activator activity,10,101,4,0,0,2,5,0,0.178794922,0.252365931,0,0,0.133511348,0.100806452,0
nitrogen compound metabolic process,4,206,3,0,0,0,3,0,0.071517969,0.189274448,0,0,0,0.060483871,0
endocytosis,4,212,3,0,0,0,2,0,0.071517969,0.189274448,0,0,0,0.040322581,0
AMP-activated protein kinase activity,3,331,3,0,0,0,0,0,0.053638477,0.189274448,0,0,0,0,0
peroxisome,0,1695,3,0,0,1,0,0,0,0.189274448,0,0,0.066755674,0,0
transmembrane signaling receptor activity,8,124,2,0,0,3,3,0,0.143035938,0.126182965,0,0,0.200267023,0.060483871,0
early endosome,4,232,2,0,0,0,0,0,0.071517969,0.126182965,0,0,0,0,0
histone acetylation,2,378,2,0,0,1,3,0,0.035758984,0.126182965,0,0,0.066755674,0.060483871,0
regulation of cell cycle,1,1031,2,0,0,0,0,0,0.017879492,0.126182965,0,0,0,0,0
[2Fe-2S] cluster assembly,1,1032,2,0,0,0,0,0,0.017879492,0.126182965,0,0,0,0,0
carbohydrate derivative binding,0,1607,2,0,0,0,1,0,0,0.126182965,0,0,0,0.02016129,0
carbohydrate derivative metabolic process,0,1608,2,0,0,0,1,0,0,0.126182965,0,0,0,0.02016129,0
"transferase activity, transferring alkyl or aryl (other than methyl) groups",0,1609,2,0,0,0,1,0,0,0.126182965,0,0,0,0.02016129,0
pheromone biosynthetic process,0,1610,2,0,0,0,1,0,0,0.126182965,0,0,0,0.02016129,0
protein complex oligomerization,0,1971,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
glucose-6-phosphate isomerase activity,0,1972,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
glutaminase activity,0,1973,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
NAD+ synthase (glutamine-hydrolyzing) activity,0,1974,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
positive regulation of GTPase activity,0,1975,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
acetyl-CoA biosynthetic process from pyruvate,0,1976,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
TOR signaling,0,1977,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
"tRNA splicing, via endonucleolytic cleavage and ligation",0,1978,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
